_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest,is_this_tweet_related_to_turkish_protests_2013,created_at,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest_gold,id,is_this_tweet_related_to_turkish_protests_2013_gold,proccd_text,text
1657977942,3/30/2018 14:28:42,false,3524939115,,3/30/2018 14:27:40,true,clixsense,1.0,37758377,TUR,68,Ankara,78.165.183.126,,0,Sun Jun 09 14:53:50 +0000 2013,,343742740774928000,,rt usrId usrId erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey,RT @MarietjeSchaake: @MarkABentley: Erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey
1657977942,3/30/2018 14:29:40,false,3524942480,,3/30/2018 14:27:28,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,,0,Sun Jun 09 14:53:50 +0000 2013,,343742740774928000,,rt usrId usrId erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey,RT @MarietjeSchaake: @MarkABentley: Erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey
1657977942,4/5/2018 21:42:33,false,3545774388,,4/5/2018 21:40:28,false,clixsense,0.9474,44209652,TUR,83,Gaziantep,88.228.24.164,1,1,Sun Jun 09 14:53:50 +0000 2013,,343742740774928000,,rt usrId usrId erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey,RT @MarietjeSchaake: @MarkABentley: Erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey
1657977942,4/6/2018 11:49:20,false,3547959324,,4/6/2018 11:46:41,false,clixsense,0.9833,43002090,TUR,"","",31.223.73.211,,0,Sun Jun 09 14:53:50 +0000 2013,,343742740774928000,,rt usrId usrId erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey,RT @MarietjeSchaake: @MarkABentley: Erdogan says vandals entering mosques with beer bottles and attacking women with headscarves #turkey
1657977943,3/30/2018 15:31:30,false,3525162998,,3/30/2018 15:29:07,false,clixsense,1.0,44348885,TUR,"","",37.155.232.152,,0,Sat Jun 01 22:08:17 +0000 2013,,340952971863015000,,photoset forest dreams turkey needs support as always the media try to hide the truth httpAddress httpAddress,"Photoset: forest-dreams: Turkey needs support, as always the media try to hide the truth @huffingtonpost... http://t.co/H35wQxpjjA"
1657977943,3/30/2018 15:32:19,false,3525165507,,3/30/2018 15:29:29,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,,0,Sat Jun 01 22:08:17 +0000 2013,,340952971863015000,,photoset forest dreams turkey needs support as always the media try to hide the truth httpAddress httpAddress,"Photoset: forest-dreams: Turkey needs support, as always the media try to hide the truth @huffingtonpost... http://t.co/H35wQxpjjA"
1657977943,3/30/2018 15:33:35,false,3525169965,,3/30/2018 15:29:03,false,clixsense,1.0,44088933,TUR,34,Istanbul,176.227.58.202,,0,Sat Jun 01 22:08:17 +0000 2013,,340952971863015000,,photoset forest dreams turkey needs support as always the media try to hide the truth httpAddress httpAddress,"Photoset: forest-dreams: Turkey needs support, as always the media try to hide the truth @huffingtonpost... http://t.co/H35wQxpjjA"
1657977944,3/30/2018 14:44:20,false,3524998202,,3/30/2018 14:42:17,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,0,1,Sat Jun 01 19:58:31 +0000 2013,,340920313304990000,,rt usrId protesters set up barricades to halt #turkish cops from marching back to taksim sq . httpAddress hoping people ll httpAddress httpAddress,RT @wsjemre: Protesters set up barricades to halt #Turkish cops from marching back to Taksim Sq. #Istanbul. Hoping people'll calm. http://t
1657977944,3/30/2018 14:44:27,false,3524998519,,3/30/2018 14:43:51,true,clixsense,1.0,42584365,TUR,41,Kocaeli,95.10.201.49,0,1,Sat Jun 01 19:58:31 +0000 2013,,340920313304990000,,rt usrId protesters set up barricades to halt #turkish cops from marching back to taksim sq . httpAddress hoping people ll httpAddress httpAddress,RT @wsjemre: Protesters set up barricades to halt #Turkish cops from marching back to Taksim Sq. #Istanbul. Hoping people'll calm. http://t
1657977944,3/30/2018 14:55:23,false,3525037783,,3/30/2018 14:43:42,false,clixsense,0.9,43970301,TUR,68,Ankara,213.74.152.15,0,1,Sat Jun 01 19:58:31 +0000 2013,,340920313304990000,,rt usrId protesters set up barricades to halt #turkish cops from marching back to taksim sq . httpAddress hoping people ll httpAddress httpAddress,RT @wsjemre: Protesters set up barricades to halt #Turkish cops from marching back to Taksim Sq. #Istanbul. Hoping people'll calm. http://t
1657977944,4/6/2018 14:35:12,false,3548359822,,4/6/2018 14:25:52,false,clixsense,0.9833,43002090,TUR,"","",31.223.73.211,,0,Sat Jun 01 19:58:31 +0000 2013,,340920313304990000,,rt usrId protesters set up barricades to halt #turkish cops from marching back to taksim sq . httpAddress hoping people ll httpAddress httpAddress,RT @wsjemre: Protesters set up barricades to halt #Turkish cops from marching back to Taksim Sq. #Istanbul. Hoping people'll calm. http://t
1657977945,3/30/2018 14:33:46,false,3524957660,,3/30/2018 14:32:16,false,clixsense,1.0,44249295,TUR,38,Kayseri,212.175.225.198,,0,Mon Jun 03 22:57:24 +0000 2013,,341690107054666000,,rt usrId httpAddress httpAddress httpAddress httpAddress httpAddress,RT @AlganSez: police. fascism. turkey. now. http://t.co/S28JrzuT29
1657977945,3/30/2018 14:33:54,false,3524958206,,3/30/2018 14:31:51,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,,0,Mon Jun 03 22:57:24 +0000 2013,,341690107054666000,,rt usrId httpAddress httpAddress httpAddress httpAddress httpAddress,RT @AlganSez: police. fascism. turkey. now. http://t.co/S28JrzuT29
1657977945,3/30/2018 14:42:39,false,3524991786,,3/30/2018 14:33:58,true,clixsense,1.0,28009209,TUR,38,Kayseri,88.230.224.241,1,1,Mon Jun 03 22:57:24 +0000 2013,,341690107054666000,,rt usrId httpAddress httpAddress httpAddress httpAddress httpAddress,RT @AlganSez: police. fascism. turkey. now. http://t.co/S28JrzuT29
1657977945,4/6/2018 12:19:23,false,3548001127,,4/6/2018 12:16:43,false,clixsense,0.9833,43002090,TUR,"","",31.223.73.211,,0,Mon Jun 03 22:57:24 +0000 2013,,341690107054666000,,rt usrId httpAddress httpAddress httpAddress httpAddress httpAddress,RT @AlganSez: police. fascism. turkey. now. http://t.co/S28JrzuT29
1657977946,3/30/2018 15:00:21,false,3525055949,,3/30/2018 14:58:08,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,0,1,Mon Jun 03 19:19:02 +0000 2013,,341635151308132000,,rt usrId moroccans protesting erdogan s visit #direngeziparki it says no to the criminal s visit to our country httpAddress,"RT @anafoulla: Moroccans protesting Erdogan's visit #direngeziparki It says ""no to the criminal's visit to our country"" http://t.co/yYiT1jS"
1657977946,3/30/2018 15:00:22,false,3525056062,,3/30/2018 14:58:03,false,clixsense,1.0,44348885,TUR,"","",37.155.232.152,,0,Mon Jun 03 19:19:02 +0000 2013,,341635151308132000,,rt usrId moroccans protesting erdogan s visit #direngeziparki it says no to the criminal s visit to our country httpAddress,"RT @anafoulla: Moroccans protesting Erdogan's visit #direngeziparki It says ""no to the criminal's visit to our country"" http://t.co/yYiT1jS"
1657977946,3/30/2018 15:01:20,false,3525059819,,3/30/2018 14:59:07,false,clixsense,0.9091,40995057,TUR,41,Kocaeli,95.10.230.32,0,1,Mon Jun 03 19:19:02 +0000 2013,,341635151308132000,,rt usrId moroccans protesting erdogan s visit #direngeziparki it says no to the criminal s visit to our country httpAddress,"RT @anafoulla: Moroccans protesting Erdogan's visit #direngeziparki It says ""no to the criminal's visit to our country"" http://t.co/yYiT1jS"
1657977947,3/30/2018 15:04:43,false,3525071623,,3/30/2018 15:03:25,false,clixsense,0.9091,40995057,TUR,41,Kocaeli,95.10.230.32,0,1,Thu Jun 13 13:27:20 +0000 2013,,345170524248363000,,taksim square and gezi park protests designing a common present future and past httpAddress,"Taksim Square and Gezi Park Protests: Designing a Common Present, Future, and Past - http://t.co/1cFWMk1xzW"
1657977947,3/30/2018 15:06:05,false,3525076011,,3/30/2018 15:03:21,false,clixsense,1.0,44348885,TUR,"","",37.155.232.152,0,1,Thu Jun 13 13:27:20 +0000 2013,,345170524248363000,,taksim square and gezi park protests designing a common present future and past httpAddress,"Taksim Square and Gezi Park Protests: Designing a Common Present, Future, and Past - http://t.co/1cFWMk1xzW"
1657977947,3/30/2018 15:09:17,false,3525086730,,3/30/2018 15:03:54,false,clixsense,0.992,44345971,TUR,"","",109.228.202.73,0,1,Thu Jun 13 13:27:20 +0000 2013,,345170524248363000,,taksim square and gezi park protests designing a common present future and past httpAddress,"Taksim Square and Gezi Park Protests: Designing a Common Present, Future, and Past - http://t.co/1cFWMk1xzW"
1657977948,3/30/2018 15:30:12,false,3525158581,,3/30/2018 15:28:08,false,clixsense,0.976,44042396,TUR,19,Çorum,78.163.26.195,0,1,Wed Jun 05 17:39:21 +0000 2013,,342334840307335000,,rt usrId investors baffled by turkey protests moneybeat wsj httpAddress via usrId with usrId,RT @dowjones_yeliz: Investors baffled by Turkey Protests - MoneyBeat - WSJ http://t.co/9X9o9JNsjp via @WSJ with @kerim_karakaya
1657977948,3/30/2018 15:30:50,false,3525160700,,3/30/2018 15:28:48,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,0,1,Wed Jun 05 17:39:21 +0000 2013,,342334840307335000,,rt usrId investors baffled by turkey protests moneybeat wsj httpAddress via usrId with usrId,RT @dowjones_yeliz: Investors baffled by Turkey Protests - MoneyBeat - WSJ http://t.co/9X9o9JNsjp via @WSJ with @kerim_karakaya
1657977948,3/30/2018 15:31:17,false,3525162222,,3/30/2018 15:27:50,false,clixsense,1.0,44019702,TUR,68,Ankara,176.33.237.254,0,1,Wed Jun 05 17:39:21 +0000 2013,,342334840307335000,,rt usrId investors baffled by turkey protests moneybeat wsj httpAddress via usrId with usrId,RT @dowjones_yeliz: Investors baffled by Turkey Protests - MoneyBeat - WSJ http://t.co/9X9o9JNsjp via @WSJ with @kerim_karakaya
1657977949,3/30/2018 15:01:58,false,3525061974,,3/30/2018 14:59:42,false,clixsense,0.976,44042396,TUR,19,Çorum,78.163.26.195,1,1,Fri May 31 21:24:52 +0000 2013,,340579658498187000,,rt usrId turkish media ignoring the protests usrId ntv is airing a cooking show no i am not kidding #occupygezi httpAddress,RT @Bassem_Sabry: Turkish media ignoring the protests @aaronstein1: NTV is airing a cooking show - no I am not kidding #occupygezi http://
1657977949,3/30/2018 15:02:13,false,3525062869,,3/30/2018 15:00:06,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,0,1,Fri May 31 21:24:52 +0000 2013,,340579658498187000,,rt usrId turkish media ignoring the protests usrId ntv is airing a cooking show no i am not kidding #occupygezi httpAddress,RT @Bassem_Sabry: Turkish media ignoring the protests @aaronstein1: NTV is airing a cooking show - no I am not kidding #occupygezi http://
1657977949,3/30/2018 15:02:31,false,3525063862,,3/30/2018 15:00:23,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,0,1,Fri May 31 21:24:52 +0000 2013,,340579658498187000,,rt usrId turkish media ignoring the protests usrId ntv is airing a cooking show no i am not kidding #occupygezi httpAddress,RT @Bassem_Sabry: Turkish media ignoring the protests @aaronstein1: NTV is airing a cooking show - no I am not kidding #occupygezi http://
1657977950,3/30/2018 15:22:28,false,3525131338,,3/30/2018 15:19:50,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,1,1,Mon Jun 10 03:49:59 +0000 2013,,343938064164467000,,turkey police crush protests in ankara istanbul photos video,"Turkey police crush protests in Ankara, Istanbul (PHOTOS, VIDEO)"
1657977950,3/30/2018 15:24:15,false,3525137877,,3/30/2018 15:20:47,false,clixsense,1.0,44348885,TUR,"","",37.155.232.152,,0,Mon Jun 10 03:49:59 +0000 2013,,343938064164467000,,turkey police crush protests in ankara istanbul photos video,"Turkey police crush protests in Ankara, Istanbul (PHOTOS, VIDEO)"
1657977950,3/30/2018 15:29:27,false,3525156401,,3/30/2018 15:20:13,false,clixsense,0.992,44345971,TUR,"","",109.228.202.73,1,1,Mon Jun 10 03:49:59 +0000 2013,,343938064164467000,,turkey police crush protests in ankara istanbul photos video,"Turkey police crush protests in Ankara, Istanbul (PHOTOS, VIDEO)"
1657977951,3/30/2018 14:33:46,false,3524957668,,3/30/2018 14:32:16,false,clixsense,1.0,44249295,TUR,38,Kayseri,212.175.225.198,,0,Sat Jun 01 10:23:40 +0000 2013,,340775648937247000,,july 19 DD turkeys human rights hypocrisy httpAddress,"July 19, 2012 Turkeys Human Rights Hypocrisy https://t.co/S9snLccyhy"
1657977951,3/30/2018 14:33:54,false,3524958184,,3/30/2018 14:31:51,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,,0,Sat Jun 01 10:23:40 +0000 2013,,340775648937247000,,july 19 DD turkeys human rights hypocrisy httpAddress,"July 19, 2012 Turkeys Human Rights Hypocrisy https://t.co/S9snLccyhy"
1657977951,3/30/2018 14:42:39,false,3524991768,,3/30/2018 14:33:58,true,clixsense,1.0,28009209,TUR,38,Kayseri,88.230.224.241,,0,Sat Jun 01 10:23:40 +0000 2013,,340775648937247000,,july 19 DD turkeys human rights hypocrisy httpAddress,"July 19, 2012 Turkeys Human Rights Hypocrisy https://t.co/S9snLccyhy"
1657977951,4/6/2018 12:26:37,false,3548016457,,4/6/2018 12:19:25,false,clixsense,0.9833,43002090,TUR,"","",31.223.73.211,,0,Sat Jun 01 10:23:40 +0000 2013,,340775648937247000,,july 19 DD turkeys human rights hypocrisy httpAddress,"July 19, 2012 Turkeys Human Rights Hypocrisy https://t.co/S9snLccyhy"
1657977953,3/30/2018 15:18:59,false,3525119812,,3/30/2018 15:16:57,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,,0,Fri Jun 07 09:34:14 +0000 2013,,342937536437567000,,rt usrId borsa istanbul chapulled by httpAddress httpAddress its loses reached to 16 since chapullers chapulled !,RT @Kerim_Karakaya: Borsa Istanbul chapulled by %4.7 today. Its loses reached to %16 since chapullers chapulled!
1657977953,3/30/2018 15:19:30,false,3525121570,,3/30/2018 15:17:20,false,clixsense,0.976,44042396,TUR,19,Çorum,78.163.26.195,,0,Fri Jun 07 09:34:14 +0000 2013,,342937536437567000,,rt usrId borsa istanbul chapulled by httpAddress httpAddress its loses reached to 16 since chapullers chapulled !,RT @Kerim_Karakaya: Borsa Istanbul chapulled by %4.7 today. Its loses reached to %16 since chapullers chapulled!
1657977953,3/30/2018 15:19:48,false,3525122681,,3/30/2018 15:17:44,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,,0,Fri Jun 07 09:34:14 +0000 2013,,342937536437567000,,rt usrId borsa istanbul chapulled by httpAddress httpAddress its loses reached to 16 since chapullers chapulled !,RT @Kerim_Karakaya: Borsa Istanbul chapulled by %4.7 today. Its loses reached to %16 since chapullers chapulled!
1657977954,3/30/2018 14:56:58,false,3525043507,,3/30/2018 14:54:56,false,clixsense,0.976,44042396,TUR,19,Çorum,78.163.26.195,1,1,Wed Jun 12 23:29:49 +0000 2013,,344959753920852000,,rt usrId police detaining protestors in #direnankara httpAddress residents being asked to open httpAddress doors to those needing to hid,RT @skyyfitsheaven: Police detaining protestors in #direnankara confirmed. Residents being asked to open apt. doors to those needing to hid
1657977954,3/30/2018 14:57:09,false,3525043986,,3/30/2018 14:55:25,false,clixsense,0.9091,40995057,TUR,41,Kocaeli,95.10.230.32,1,1,Wed Jun 12 23:29:49 +0000 2013,,344959753920852000,,rt usrId police detaining protestors in #direnankara httpAddress residents being asked to open httpAddress doors to those needing to hid,RT @skyyfitsheaven: Police detaining protestors in #direnankara confirmed. Residents being asked to open apt. doors to those needing to hid
1657977954,3/30/2018 15:00:58,false,3525058356,,3/30/2018 14:55:25,false,clixsense,0.9,43970301,TUR,68,Ankara,213.74.152.15,0,1,Wed Jun 12 23:29:49 +0000 2013,,344959753920852000,,rt usrId police detaining protestors in #direnankara httpAddress residents being asked to open httpAddress doors to those needing to hid,RT @skyyfitsheaven: Police detaining protestors in #direnankara confirmed. Residents being asked to open apt. doors to those needing to hid
1657977955,3/30/2018 15:01:58,false,3525061988,,3/30/2018 14:59:42,false,clixsense,0.976,44042396,TUR,19,Çorum,78.163.26.195,,0,Fri Jun 14 22:17:56 +0000 2013,,345666442022240000,,guess everybody forgot london riots in 2011 ! and its host !! httpAddress,Guess everybody forgot London riots in 2011! And its' host!!!! http://t.co/LD6NOPPZ4R
1657977955,3/30/2018 15:02:13,false,3525062885,,3/30/2018 15:00:06,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,,0,Fri Jun 14 22:17:56 +0000 2013,,345666442022240000,,guess everybody forgot london riots in 2011 ! and its host !! httpAddress,Guess everybody forgot London riots in 2011! And its' host!!!! http://t.co/LD6NOPPZ4R
1657977955,3/30/2018 15:02:31,false,3525063871,,3/30/2018 15:00:23,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,,0,Fri Jun 14 22:17:56 +0000 2013,,345666442022240000,,guess everybody forgot london riots in 2011 ! and its host !! httpAddress,Guess everybody forgot London riots in 2011! And its' host!!!! http://t.co/LD6NOPPZ4R
1657977956,3/30/2018 14:15:02,false,3524888496,,3/30/2018 14:14:14,true,clixsense,1.0,43543719,TUR,34,Istanbul,88.255.203.201,,0,Sun Jun 16 11:41:34 +0000 2013,,346231068384453000,,cbs riot police rush to crush renewed turkey protests httpAddress #news,CBS Riot police rush to crush renewed Turkey protests http://t.co/9f8PjZtOKM #news
1657977956,3/30/2018 14:18:44,false,3524902745,,3/30/2018 14:17:56,true,clixsense,0.6667,43717632,TUR,41,Kocaeli,95.10.231.86,1,1,Sun Jun 16 11:41:34 +0000 2013,,346231068384453000,,cbs riot police rush to crush renewed turkey protests httpAddress #news,CBS Riot police rush to crush renewed Turkey protests http://t.co/9f8PjZtOKM #news
1657977956,3/30/2018 14:18:55,false,3524903423,,3/30/2018 14:16:54,true,clixsense,1.0,43750045,TUR,68,Ankara,94.54.16.89,,0,Sun Jun 16 11:41:34 +0000 2013,,346231068384453000,,cbs riot police rush to crush renewed turkey protests httpAddress #news,CBS Riot police rush to crush renewed Turkey protests http://t.co/9f8PjZtOKM #news
1657977956,4/4/2018 17:25:32,false,3539987379,,4/4/2018 17:24:35,false,clixsense,0.8333,39069980,TUR,07,Antalya,46.154.19.79,1,1,Sun Jun 16 11:41:34 +0000 2013,,346231068384453000,,cbs riot police rush to crush renewed turkey protests httpAddress #news,CBS Riot police rush to crush renewed Turkey protests http://t.co/9f8PjZtOKM #news
1657977956,4/4/2018 18:17:57,false,3540148423,,4/4/2018 18:17:10,true,eup_slw,1.0,36143603,TUR,"","",85.109.117.172,,0,Sun Jun 16 11:41:34 +0000 2013,,346231068384453000,,cbs riot police rush to crush renewed turkey protests httpAddress #news,CBS Riot police rush to crush renewed Turkey protests http://t.co/9f8PjZtOKM #news
1657977956,4/5/2018 05:53:02,false,3542286513,,4/5/2018 05:52:14,false,clixsense,1.0,43774292,TUR,34,Istanbul,91.93.69.212,,0,Sun Jun 16 11:41:34 +0000 2013,,346231068384453000,,cbs riot police rush to crush renewed turkey protests httpAddress #news,CBS Riot police rush to crush renewed Turkey protests http://t.co/9f8PjZtOKM #news
1657977956,4/5/2018 11:50:51,false,3543327047,,4/5/2018 11:47:04,false,neodev,0.8333,43397255,TUR,28,Giresun,78.170.45.244,1,1,Sun Jun 16 11:41:34 +0000 2013,,346231068384453000,,cbs riot police rush to crush renewed turkey protests httpAddress #news,CBS Riot police rush to crush renewed Turkey protests http://t.co/9f8PjZtOKM #news
1657977957,3/30/2018 14:50:51,false,3525021461,,3/30/2018 14:49:37,true,clixsense,1.0,28009209,TUR,38,Kayseri,88.230.224.241,1,1,Sat Jun 08 20:22:27 +0000 2013,,343463053431558000,,rt usrId welcome to the revolution ntv ! #occupygezi httpAddress #occupygezi #occupyturkey #revolution #turkey,RT @Hevallo: Welcome to the revolution NTV! #OccupyGezi http://t.co/D9AImFEgvk #occupygezi #occupyturkey #revolution #turkey
1657977957,3/30/2018 14:51:12,false,3525022776,,3/30/2018 14:49:05,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,0,1,Sat Jun 08 20:22:27 +0000 2013,,343463053431558000,,rt usrId welcome to the revolution ntv ! #occupygezi httpAddress #occupygezi #occupyturkey #revolution #turkey,RT @Hevallo: Welcome to the revolution NTV! #OccupyGezi http://t.co/D9AImFEgvk #occupygezi #occupyturkey #revolution #turkey
1657977957,3/30/2018 14:51:43,false,3525024764,,3/30/2018 14:49:28,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,0,1,Sat Jun 08 20:22:27 +0000 2013,,343463053431558000,,rt usrId welcome to the revolution ntv ! #occupygezi httpAddress #occupygezi #occupyturkey #revolution #turkey,RT @Hevallo: Welcome to the revolution NTV! #OccupyGezi http://t.co/D9AImFEgvk #occupygezi #occupyturkey #revolution #turkey
1657977957,4/6/2018 14:51:12,false,3548409134,,4/6/2018 14:47:00,false,clixsense,0.9833,43002090,TUR,"","",31.223.73.211,0,1,Sat Jun 08 20:22:27 +0000 2013,,343463053431558000,,rt usrId welcome to the revolution ntv ! #occupygezi httpAddress #occupygezi #occupyturkey #revolution #turkey,RT @Hevallo: Welcome to the revolution NTV! #OccupyGezi http://t.co/D9AImFEgvk #occupygezi #occupyturkey #revolution #turkey
1657977959,3/30/2018 14:49:03,false,3525015019,,3/30/2018 14:47:00,false,clixsense,1.0,42468422,TUR,68,Ankara,176.88.19.7,,0,Wed Jun 19 14:10:02 +0000 2013,,347355597844406000,,akp genius created standing men standing against standing httpAddress #duranadam,"AKP genius created ""standing men"" standing against ""standing man."" #duranadam"
1657977959,3/30/2018 14:49:25,false,3525016286,,3/30/2018 14:47:16,false,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,0,1,Wed Jun 19 14:10:02 +0000 2013,,347355597844406000,,akp genius created standing men standing against standing httpAddress #duranadam,"AKP genius created ""standing men"" standing against ""standing man."" #duranadam"
1657977959,3/30/2018 14:50:39,false,3525020728,,3/30/2018 14:48:28,false,clixsense,0.976,44042396,TUR,19,Çorum,78.163.26.195,0,1,Wed Jun 19 14:10:02 +0000 2013,,347355597844406000,,akp genius created standing men standing against standing httpAddress #duranadam,"AKP genius created ""standing men"" standing against ""standing man."" #duranadam"
1657977960,3/30/2018 14:56:58,false,3525043501,,3/30/2018 14:54:56,false,clixsense,0.976,44042396,TUR,19,Çorum,78.163.26.195,0,1,Sun Jun 02 18:24:59 +0000 2013,,341259161633423000,,rt usrId all solidarity with the turkish protesters in #turkey though the turkish regime should learn from its neighbors in mideast,"RT @Zeinobia: All solidarity with the Turkish protesters in #Turkey though , the Turkish regime should learn from its neighbors in Mideast"
