_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,violence,violence_confidence,Protest,protest_confidence,created_at,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest_gold,id,is_this_tweet_related_to_turkish_protests_2013_gold,proccd_text,text
1657978613,FALSE,finalized,3,04/07/18 09:54,0,0,0,0.6767,Wed Jun 19 09:49:49 +0000 2013,,3.4729E+17,,usrId rt stanbul taksim rioting movie s over to all who have played in this movie ko dogan dous cnn bbc reuters a big bye,"@djakartague RT stanbul Taksim rioting movie's over, to all who have played in this movie Ko, Dogan, Dous, CNN, BBC, Reuters a big bye"
1657978662,FALSE,finalized,3,04/07/18 09:56,0,0,0,0.6767,Fri Jun 14 00:16:19 +0000 2013,,3.45334E+17,,turkey pm in emergency talks as protesters defy last warning httpAddress,Turkey PM in emergency talks as protesters defy 'last warning' http://t.co/gyH4bhpi1j
1657978749,FALSE,finalized,3,04/07/18 09:50,0,0,0,0.6767,Mon Jun 24 10:16:24 +0000 2013,,3.49109E+17,,#sweden appreciated that they act objective amp ,"#Sweden appreciated that they act objective &amp; logically about Turkey's EU accession, they're aware that Turkish people deserve democracy"
1657978807,FALSE,finalized,3,04/07/18 09:54,0,0,0,0.6767,Mon Jun 03 13:02:04 +0000 2013,,3.4154E+17,,rt usrId wave of unrest spreads across httpAddress crackdown on istanbul protest sparks nationwide httpAddress httpAddress,RT @WSJ: Wave of unrest spreads across Turkey. Crackdown on Istanbul protest sparks nationwide demonstrations. http://t.co/u03U3KCpPR
1657979036,FALSE,finalized,3,04/07/18 09:50,0,0,0,0.6767,Mon Jun 03 15:54:19 +0000 2013,,3.41584E+17,,right now dozens injuried in kizillay httpAddress httpAddress #direnankara via usrId,"Right now: Dozens injuried in Kizillay, #Ankara. http://t.co/BpXEfPxmUl #DirenAnkara (via @cankommen)"
1657980174,FALSE,finalized,3,04/07/18 09:54,0,0,0,0.6767,Tue Jun 04 22:34:38 +0000 2013,,3.42047E+17,,man dies during protest in httpAddress,"Man dies during protest in Turkey
http://t.co/1V3SJzvg9D"
1657977973,FALSE,finalized,3,3/30/2018 14:58:05,0,0,0,0.6757,Tue Jun 18 18:00:04 +0000 2013,,3.47051E+17,,status update from turkey DD hours ago many reporters eu ministers and others commenting on the situation httpAddress httpAddress,"Status update from Turkey 10 hours ago: Many reporters, EU ministers, and others commenting on the situation in... http://t.co/KASAr7sqE9"
1657978783,FALSE,finalized,3,04/03/18 21:44,0,0,0,0.6757,Mon Jun 03 16:52:52 +0000 2013,,3.41598E+17,,turkey riots getting stronger every day httpAddress #receptayyiperdoan,Turkey riots getting stronger every day - http://t.co/WNs6C00mVd - #RecepTayyipErdoan
1657978944,FALSE,finalized,3,04/03/18 21:23,0,0,0,0.6757,Tue Jun 04 12:29:12 +0000 2013,,3.41894E+17,,usrId but there s plenty going on throughout #turkey httpAddress #ankara #izmir #antakya #antalya #bursa are all seeing lts of teargas etc,"@dlepeska but there's plenty going on throughout #turkey, i.e. #ankara, #izmir, #antakya, #antalya, #bursa are all seeing lts of teargas etc"
1657978978,FALSE,finalized,3,04/03/18 21:04,0,0,0,0.6757,Thu Jun 06 21:59:11 +0000 2013,,3.42763E+17,,news by yahoo erdogan returns to face protests in turkey ankara turkey ap turkey s prime minister was httpAddress httpAddress,"News by Yahoo Erdogan returns to face protests in Turkey: ANKARA, Turkey (AP) Turkey's prime minister was wa... http://t.co/uVr6Lyevvn"
1657979240,FALSE,finalized,3,04/03/18 21:02,0,0,0,0.6748,Sat Jun 01 09:31:18 +0000 2013,,3.40762E+17,,turkey bloody friday httpAddress via usrId usrId,Turkey Bloody Friday http://t.co/G3LVfOqcuW via @9GAG @bbc
1657979648,FALSE,finalized,3,04/03/18 19:21,0,0,0,0.6748,Wed Jun 05 16:35:43 +0000 2013,,3.42319E+17,,the invisible war waged in #turkey on those who dare to stand up speak out httpAddress #resistanbul,The invisible war waged in #Turkey on those who dare to stand up speak out http://t.co/eP2MO2BeXQ #Resistanbul
1657977983,FALSE,finalized,3,04/06/18 13:18,0,0,0,0.6738,Fri May 31 23:17:31 +0000 2013,,3.40608E+17,,protests in istanbul turkey photographs of turkish police using tear gas and water cannon to disperse httpAddress httpAddress,"Protests in Istanbul, Turkey: Photographs of Turkish police using tear gas and water cannon to disperse people... http://t.co/4zZa0DOK8a"
1657979181,FALSE,finalized,3,04/06/18 13:58,0,0,0,0.6738,Thu Jun 20 07:21:52 +0000 2013,,3.47615E+17,,well done #erdogan power has gone to your head and brought your folks to the breaking point httpAddress,"Well-done #Erdogan, power has gone to your head and brought your folks to the breaking point http://t.co/zsdLdrKQqx"
1657979803,FALSE,finalized,3,04/06/18 13:58,0,0,0,0.6738,Wed Jun 05 06:56:43 +0000 2013,,3.42173E+17,,rt usrId we are sending erdogan a httpAddress the message is you are not a king in this httpAddress httpAddress #turkey,"RT @guardianworld: ""We are sending Erdogan a message. The message is: 'You are not a king in this country.'"" http://t.co/PYBNLAYF7C #Turkey"
1657979370,FALSE,finalized,3,04/03/18 18:15,0,0,0,0.673,Tue Jun 18 09:43:51 +0000 2013,,3.46926E+17,,rt usrId pm erdoan blames people translating the news in #turkey to english and tweeting to the httpAddress similar to po,"RT @Sedat2aral: PM Erdoan blames people translating the news in #turkey to English and tweeting to the foreigners.
Amazingly similar to Po"
1657980175,FALSE,finalized,3,04/03/18 17:53,0,0,0,0.673,Wed Jun 12 16:14:12 +0000 2013,,3.4485E+17,,rt usrId apart from taksim alternative story for bbc is httpAddress london riots ? no wayy #occupylondon,"RT @Yusufaus: Apart from Taksim, alternative story for BBC is Messi. London riots? No Wayyy #occupylondon"
1657979839,FALSE,finalized,3,04/03/18 19:21,0,0,0,0.6721,Sun Jun 02 07:46:37 +0000 2013,,3.41099E+17,,rt usrId feature are we seeing a turkish spring on the streets of #istanbul ? usrId writes httpAddress #tu,RT @AlArabiya_Eng: Feature: Are we seeing a Turkish Spring on the streets of #Istanbul? @CeylanOzbudak writes: http://t.co/H6khgCuRcP #Tu
1657979985,FALSE,finalized,3,04/03/18 19:17,0,0,0,0.6721,Mon Jun 17 01:44:48 +0000 2013,,3.46443E+17,,rt usrId yes it s real black rose from halfeti httpAddress httpAddress,"RT @GoogleFacts: Yes, it's real -- Black rose from Halfeti, Turkey. http://t.co/Jg7ck1HkL4"
1657978040,FALSE,finalized,3,3/30/2018 15:26:50,0,0,0,0.672,Mon Jun 10 22:32:05 +0000 2013,,3.4422E+17,,just commented on usrId young urban women the face of turkey amp ,"Just commented on @thejournal_ie: Young, urban women: the face of Turkey&amp;#8217;s protest movement - http://t.co/lvPpL03E2T"
1657978041,FALSE,finalized,3,3/30/2018 15:21:39,0,0,0,0.672,Sun Jun 02 23:28:57 +0000 2013,,3.41336E+17,,anonymous declares #opturkey attacks govt websites in support of protests rt news httpAddress,"Anonymous declares #OpTurkey, attacks govt websites in support of protests RT News: http://t.co/rt5r4cNdde"
1657978094,FALSE,finalized,3,3/30/2018 14:53:42,0,0,0,0.672,Thu Jun 06 09:17:49 +0000 2013,,3.42571E+17,,rt usrId solidarity with the people of httpAddress fuck the police,RT @itchsspeeches: Solidarity with the PEOPLE of turkey. Fuck the police
1657978100,FALSE,finalized,3,3/30/2018 15:21:39,0,0,0,0.672,Wed Jun 05 23:07:50 +0000 2013,,3.42418E+17,,rt usrId shame on us tear gas used in turkey against demonstrators is made in brasil usrId httpAddress,RT @paulocoelho: Shame on us: tear gas used in Turkey against demonstrators is Made in Brasil @iavelar http://t.co/v8bcj4693N
1657978765,FALSE,finalized,3,04/03/18 22:25,0,0,0,0.672,Sat Jun 15 22:41:41 +0000 2013,,3.46035E+17,,httpAddress though not httpAddress usrId there is a site reporting from several places in turkey httpAddress,Interesting. Though not verified. @desillusionism: there is a site reporting from several places in Turkey http://t.co/qUMVUkmJ9o
1657979755,FALSE,finalized,3,04/03/18 22:27,0,0,0,0.672,Thu Jun 06 23:19:21 +0000 2013,,3.42783E+17,,erdogan is waving to crowd with his wife by his httpAddress crowd is going wild chanting turkey s proud of you ! and we are with you !,Erdogan is waving to crowd with his wife by his side. Crowd is going wild - chanting 'Turkey's Proud of You!' and 'We Are With You!'
1657978627,FALSE,finalized,3,04/05/18 21:44,0,0,0,0.6714,Fri May 31 21:46:29 +0000 2013,,3.40585E+17,,rt usrId tonight in istanbul ordinary people from all walks of life with no leader no political party are out to shout no more b,"RT @asyadada: tonight in istanbul, ordinary people from all walks of life, with no leader, no political party, are out to shout: ""no more b"
1657979505,FALSE,finalized,3,04/05/18 13:34,0,0,0,0.6714,Sat Jun 15 18:43:54 +0000 2013,,3.45975E+17,,rt usrId #turkey s police launch crackdown in istanbul few hours after pm erdogan gave final warning httpAddress usrId httpAddress,"RT @wsjemre: #Turkey's Police Launch Crackdown in Istanbul few hours after PM Erdogan gave final warning, w/ @JoeWSJ: http://t.co/dbgmdlMZr"
1657979581,FALSE,finalized,3,04/05/18 13:34,0,0,0,0.6714,Wed Jun 05 15:48:35 +0000 2013,,3.42307E+17,,rt usrId #citizenradio DD arrested at #moralmonday unions join #occupygezi and an all male panel on rape in the military httpAddress,"RT @CitizenRadio: #CitizenRadio: 150 arrested at #moralmonday, unions join #OccupyGezi and an all-male panel on rape in the military http:/"
1657978292,FALSE,finalized,3,04/03/18 22:53,0,0,0,0.6712,Sun Jun 16 15:26:28 +0000 2013,,3.46288E+17,,usrId hey congrats roger you deserved httpAddress can you give a retweet for peaceful protestors in turkey pls ??,"@rogerfederer hey congrats roger,you deserved totally.. can you give a retweet for peaceful protestors in turkey pls???"
1657979593,FALSE,finalized,3,04/03/18 20:45,0,0,0,0.6712,Fri May 31 22:02:34 +0000 2013,,3.40589E+17,,fiercest anti gov t riots in years erupt in istanbul httpAddress,Fiercest anti-gov't riots in years erupt in Istanbul http://t.co/dmbPoCvdxV
1657979804,FALSE,finalized,3,04/03/18 21:22,0,0,0,0.6712,Tue Jun 04 06:07:57 +0000 2013,,3.41798E+17,,usrId usrId dont occupy turkey ! #defendturkey,@cruzcalles @YoSoy132 dont occupy turkey! #defendturkey
1657978689,FALSE,finalized,3,04/03/18 21:20,0,0,0,0.6684,Sat Jun 01 17:12:38 +0000 2013,,3.40879E+17,,rt usrId someone catalog all the tear gas canister httpAddress let s find the companies responsible for profiting off of civilian httpAddress,RT @AnonyOps: Someone catalog all the tear gas canister labels. Let's find the companies responsible for profiting off of civilian attacks.
1657978942,FALSE,finalized,3,04/03/18 21:20,0,0,0,0.6684,Mon Jun 10 11:04:04 +0000 2013,,3.44047E+17,,rpt moody s says turkey s credit risk to rise if protests go on httpAddress,RPT-Moody's says Turkey's credit risk to rise if protests go on http://t.co/YwwgwuDNWJ
1657979434,FALSE,finalized,3,04/03/18 20:49,0,0,0,0.6684,Fri Jun 21 18:45:14 +0000 2013,,3.4815E+17,,rt usrId wow oh httpAddress mt usrId this gif of the woman in the red dress from turkey is even more powerful than the httpAddress htt,RT @juliaccarpenter: Wow oh wow. MT @jcstearns This GIF of the woman in the red dress from Turkey is even more powerful than the still. htt
1657977975,FALSE,finalized,3,3/30/2018 15:28:45,0,0,0,0.6676,Mon Jun 17 16:51:46 +0000 2013,,3.46672E+17,,ifj journalists call for international action to end crackdown on media in turkey httpAddress,[IFJ] Journalists Call for International Action to End Crackdown on Media in Turkey http://t.co/jbaFHQ3lLz
1657978257,FALSE,finalized,3,04/03/18 18:06,0,0,0,0.6676,Sat Jun 01 01:26:33 +0000 2013,,3.4064E+17,,rt usrId huge disconnect btwn what i m seeing in media about istanbul and what social media is httpAddress,RT @DanCassino: Huge disconnect btwn what I'm seeing in media about Istanbul and what social media is saying.
1657977974,FALSE,finalized,3,3/30/2018 15:33:35,0,0,0,0.6667,Tue Jun 04 22:19:42 +0000 2013,,3.42043E+17,,paulocoelho shame on us tear gas used in turkey against demonstrators is made in brasil usrId httpAddress,"""@paulocoelho: Shame on us: tear gas used in Turkey against demonstrators is Made in Brasil @iavelar http://t.co/G1geE2lNEn"""
1657978175,FALSE,finalized,3,04/03/18 18:02,0,0,0,0.6667,Mon Jun 24 16:43:31 +0000 2013,,3.49206E+17,,der spiegel a country divided where is turkey headed ? httpAddress,Der Spiegel: A Country Divided: Where Is Turkey Headed? http://t.co/hHIVlkL8at
1657978554,FALSE,finalized,3,04/03/18 18:42,0,0,0,0.6667,Sat Jun 15 22:30:24 +0000 2013,,3.46032E+17,,rt usrId #tens of thousands of people attempting to cross from #asia to #europe across #bosphorus bridge after many ferry crossing,RT @MarkABentley: #tens of thousands of people attempting to cross from #asia to #europe across #bosphorus bridge after many ferry crossing
1657978702,FALSE,finalized,3,04/11/18 21:50,0,0,0,0.6667,Sat Jun 15 20:49:11 +0000 2013,,3.46006E+17,,rt usrId situation in front of divan hotel calmed httpAddress still not enough medics police closed the streets but stopped httpAddress,"RT @jalenz: Situation in Front of Divan Hotel calmed, relatively. Still Not enough Medics, Police closed the streets but stopped shooting. "
1657978795,FALSE,finalized,3,4/13/2018 06:16:58,0,0,0,0.6667,Fri May 31 21:53:00 +0000 2013,,3.40587E+17,,rt usrId #turkey must halt brutal police repression and investigate abuses at istanbul protest httpAddress #humanrights,RT @AmnestyOnline: #Turkey must halt brutal police repression and investigate abuses at Istanbul protest http://t.co/WghKhtJifL #HumanRights
1657979002,FALSE,finalized,3,04/04/18 09:41,0,0,0,0.6667,Tue Jun 11 11:25:39 +0000 2013,,3.44415E+17,,rt usrId are you in taksim square ? share your httpAddress with us ! httpAddress,RT @guardianworld: Are you in Taksim square? Share your stories/pictures with us! https://t.co/1oVwDy7zsx
1657979123,FALSE,finalized,3,04/11/18 21:50,0,0,0,0.6667,Sat Jun 01 18:36:36 +0000 2013,,3.409E+17,,httpAddress now looping scene of protesters turning firefighters away from torched vehicle,http://t.co/aC1Kr3JfUp now looping scene of protesters turning firefighters away from torched vehicle
1657979163,FALSE,finalized,3,04/08/18 21:50,0,0,0,0.6667,Tue Jun 11 19:36:37 +0000 2013,,3.44539E+17,,rt usrId chaos overtakes istanbul protests tear gas water cannons fireworks httpAddress details live on usrId tv .,"RT @CNN: Chaos overtakes Istanbul protests - tear gas, water cannons, fireworks: http://t.co/07acaiGTvJ Details live on @CNN TV."
1657979205,FALSE,finalized,3,04/03/18 19:29,0,0,0,0.6667,Sun Jun 23 16:32:01 +0000 2013,,3.48841E+17,,rt usrId crazy to think these streets were filled with clashes DD hours httpAddress now thescene of happy pride httpAddress #istanbul httpAddress,RT @moniquejaques: Crazy to think these streets were filled with clashes 12 hours ago. Now thescene of happy pride march. #istanbul http://
1657979211,FALSE,finalized,3,04/07/18 15:28,0,0,0,0.6667,Mon Jun 03 15:20:36 +0000 2013,,3.41575E+17,,rt usrId after some called erdogan son of a whore seen in gezi we whores don t think he s our sonsigned sex httpAddress httpAddress,"RT @techsoc: After some called Erdogan ""son of a whore,"" seen in Gezi: ""We whores don't think he's our sonsigned, sex workers."" http://t."
1657979661,FALSE,finalized,3,04/08/18 21:51,0,0,0,0.6667,Sat Jun 22 17:10:27 +0000 2013,,3.48488E+17,,usrId usrId usrId hundred thousands and increasing at taksim square now usrId usrId usrId httpAddress,@OchiProp @LadyGoftheTAC @IvanCNN hundred thousands and increasing at taksim square now @CNNi @BBCWorld @nytimes http://t.co/5bOA5WgxO1
1657979787,FALSE,finalized,3,04/04/18 09:46,0,0,0,0.6667,Sat Jun 01 14:21:50 +0000 2013,,3.40836E+17,,rt usrId rt usrId rt usrId incredible image illustrating size of protests in istanbul httpAddress !!,RT @GreatDismal: RT @catherine_mayer RT @GhaffarH: Incredible image illustrating size of protests in Istanbul - http://t.co/x6PAN7TzC1 [!!
1657979956,FALSE,finalized,3,04/04/18 09:44,0,0,0,0.6667,Tue Jun 11 08:03:00 +0000 2013,,3.44364E+17,,turkish police storm taksim square riot police fire teargas as protesters fight back government attempt to httpAddress httpAddress,Turkish police storm Taksim Square: Riot police fire teargas as protesters fight back government attempt to cl... http://t.co/TvRU0KcyCY
1657978466,FALSE,finalized,3,04/06/18 12:30,0,0,0,0.6666,Sun Jun 16 14:30:19 +0000 2013,,3.46274E+17,,looking at erdogan attacking peaceful protesters one can only imagine what ak would have done if flotilla would have invaded turkey waters,Looking at Erdogan attacking peaceful protesters one can only imagine what AK would have done if Flotilla would have invaded Turkey waters
1657978817,FALSE,finalized,3,04/06/18 12:19,0,0,0,0.6666,Sun Jun 02 10:43:54 +0000 2013,,3.41143E+17,,rt usrId more than DD people arrested during two days of anti government protests in turkey say police httpAddress,"RT @BBCWorld: More than 900 people arrested during two days of anti-government protests in Turkey, say police http://t.co/oUfKrvIYSv"
1657979281,FALSE,finalized,3,04/06/18 12:30,0,0,0,0.6666,Sun Jun 02 09:51:23 +0000 2013,,3.4113E+17,,rt usrId good analysis and context on turkish protests httpAddress httpAddress,RT @madianou: good analysis and context on turkish protests http://t.co/mQ6oyDgihm http://t.co/smeRlDlCHG
1657978174,FALSE,finalized,3,04/04/18 09:12,0,0,0,0.6658,Tue Jun 18 19:02:18 +0000 2013,,3.47067E+17,,human rights watch turkish police throwing teargas in hospitals and httpAddress jun DD 19 02 36 00 2013 greek style turkey burgers recipes httpAddress jun DD 19 02 48 00 2013 rt usrId #resistbrazil you crazy bastards ! httpAddress istanbul loves httpAddress jun DD 19 03 08 00 2013 rt usrId gareth jenkins was the earliest foreign commentator to warn things weren t what they httpAddress his latest httpAddress jun DD 19 03 19 00 2013 #tgsm house smoked turkey sandwich bacon avocado heirloom tomato rosemary aioli butter lettuce grilled labrea sourdough,"Human Rights Watch: Turkish police throwing teargas in hospitals and hotels
http://t.co/17JItuuuK1
347066835788771328,Tue Jun 18 19:02:36 +0000 2013,Greek-Style Turkey Burgers Recipes http://t.co/Yqv9Mqys8B
347066884782432256,Tue Jun 18 19:02:48 +0000 2013,RT @kaansezyum: #ResistBrazil you crazy bastards! http://t.co/VWqukUfdwl istanbul loves you.
347066971680022528,Tue Jun 18 19:03:08 +0000 2013,RT @rodrikdani: Gareth Jenkins was the earliest foreign commentator to warn things weren't what they seemed. His latest: http://t.co/mHRXms
347067016168996865,Tue Jun 18 19:03:19 +0000 2013,""#tgsm-House smoked turkey sandwich, bacon,avocado,heirloom tomato,rosemary aioli, butter lettuce,grilled LaBrea sourdough"
1657978227,FALSE,finalized,3,04/04/18 08:57,0,0,0,0.6658,Fri Jun 07 14:26:52 +0000 2013,,3.43011E+17,,rt usrId #provokatrbabakanstemiyoruz foreign people should search about it . what s happening in turkey ? everyone should httpAddress,RT @betass: #ProvokatrBabakanstemiyoruz foreign people should search about it. what's happening in Turkey? everyone should know.
1657978315,FALSE,finalized,3,04/04/18 08:55,0,0,0,0.6658,Thu Jun 13 03:28:52 +0000 2013,,3.4502E+17,,D canadian journalists detained during istanbul protests people s daily online httpAddress,2 Canadian journalists detained during Istanbul protests - People's Daily Online http://t.co/LRTHcHcerI
1657978598,FALSE,finalized,3,04/04/18 09:19,0,0,0,0.6658,Mon Jun 17 07:24:40 +0000 2013,,3.46529E+17,,reporter s notebook tear gas grenades in istanbul jerusalem post httpAddress,Reporter's Notebook: Tear-gas grenades in Istanbul - Jerusalem Post http://t.co/UmBUDsa2mh
1657978638,FALSE,finalized,3,04/03/18 22:47,0,0,0,0.6658,Wed Jun 05 14:16:29 +0000 2013,,3.42284E+17,,local islamic scholar says all faiths and beliefs welcomed at turkey protests httpAddress,LOCAL - Islamic scholar says all faiths and beliefs welcomed at Turkey protests http://t.co/Y0XwWQSasu
1657979228,FALSE,finalized,3,04/04/18 09:01,0,0,0,0.6658,Mon Jun 24 21:05:37 +0000 2013,,3.49272E+17,,eu seeks to look beyond turkey protests httpAddress,EU seeks to look beyond Turkey protests http://t.co/ebdrIyW1KB
1657979460,FALSE,finalized,3,04/04/18 09:03,0,0,0,0.6658,Mon Jun 03 12:24:41 +0000 2013,,3.41531E+17,,rt usrId turkey now ! httpAddress,RT @gunseli9: Turkey now! http://t.co/Aqec7xMo3T
1657979518,FALSE,finalized,3,04/04/18 08:46,0,0,0,0.6658,Sat Jun 01 01:09:15 +0000 2013,,3.40636E+17,,usrId prominent artists art professionals to stand united for democracy amp ,"@e_flux Prominent artists, art professionals to stand united for democracy &amp; against state violence in Turkey. BE THERE! 10am. San Marco."
1657979817,FALSE,finalized,3,04/04/18 09:06,0,0,0,0.6658,Mon Jun 03 04:52:16 +0000 2013,,3.41417E+17,,rt usrId turkey dramatic photo of protestors driving bulldozers to chase away httpAddress usrId #911buff httpAddress,RT @911BUFF: TURKEY: DRAMATIC PHOTO OF PROTESTORS DRIVING BULLDOZERS TO CHASE AWAY POLICE. @YourAnonNews #911BUFF http://t.co/yjEsS5YSa9
1657979882,FALSE,finalized,3,04/03/18 22:36,0,0,0,0.6658,Sun Jun 16 18:10:21 +0000 2013,,3.46329E+17,,rt usrId erdogan those who attack my headscarved sisters those who drank alcohol in dolmabahce mosque we will bring them into,"RT @MahirZeynalov: Erdogan: Those who attack my headscarved sisters, those who drank alcohol in Dolmabahce mosque, we will bring them into "
1657979081,FALSE,finalized,3,04/07/18 09:15,0,0,0,0.6648,Sat Jun 22 16:05:42 +0000 2013,,3.48472E+17,,rt usrId sound of silence taksim square httpAddress,"RT @NevinTorun: Sound of Silence -Taksim Square 
http://t.co/umKthXC5y5"""
1657979107,FALSE,finalized,3,04/09/18 14:10,0,0,0,0.6648,Tue Jun 04 00:48:52 +0000 2013,,3.41718E+17,,rt usrId just had a long chat with my uni day classmate from httpAddress she seemed so excited about the taksim httpAddress,RT @kunalmajumder: Just had a long chat with my uni day classmate from Istanbul. She seemed so excited about the Taksim protests.
1657979301,FALSE,finalized,3,04/06/18 15:40,0,0,0,0.6648,Sun Jun 16 10:43:25 +0000 2013,,3.46216E+17,,rt usrId rt pls !! #direnankara akinunver police blocking the road to ethem s httpAddress tell D good reason for doing this httpAddress,"RT @anubidal: RT pls!!!!! #DirenAnkara ""@AkinUnver: Police blocking the road to Ethem's funeral. Tell 1 good reason for doing this http://t"
1657979781,FALSE,finalized,3,04/06/18 15:43,0,0,0,0.6648,Wed Jun 05 21:24:28 +0000 2013,,3.42391E+17,,cnn turk httpAddress #direnankara,CNN Turk 00.24 #direnankara
1657978718,FALSE,finalized,3,04/03/18 19:46,0,0,0,0.6643,Sat Jun 01 22:06:11 +0000 2013,,3.40952E+17,,usrId look this !! please disclose pass on tv people are dying they need help ! httpAddress #prayforturkey DD,"@ABC LOOK THIS!! PLEASE DISCLOSE, PASS ON TV, PEOPLE ARE DYING, THEY NEED HELP! https://t.co/MjPGTS5FxK #PrayForTurkey 56"
1657978135,FALSE,finalized,3,3/30/2018 15:29:27,0,0,0,0.664,Fri Jun 07 20:16:25 +0000 2013,,3.43099E+17,,rt usrId conspiracy against turkey s progress and httpAddress they can t stand modern turkey with islamic httpAddress get lost you secu,RT @promusafir: Conspiracy against Turkey's progress and development. They can't stand modern Turkey with Islamic values. Get lost you secu
1657978564,FALSE,finalized,3,04/06/18 13:28,0,0,0,0.6639,Sat Jun 15 23:21:41 +0000 2013,,3.46045E+17,,rt usrId streets of istanbul thronging at 2am with people in gas masks bizarre scene,RT @Mcinparis: Streets of Istanbul thronging at 2am with people in gas masks - bizarre scene
1657978651,FALSE,finalized,3,04/06/18 15:00,0,0,0,0.6639,Wed Jun 05 21:22:45 +0000 2013,,3.42391E+17,,rt usrId orhan pamuk on the protests in turkey and a square and a park that cradle the memories of httpAddress httpAddress,"RT @CultureDesk: Orhan Pamuk on the protests in Turkey and ""a square and a park that cradle the memories of millions."" http://t.co/SnflsvB1"
1657978688,FALSE,finalized,3,04/06/18 14:39,0,0,0,0.6639,Mon Jun 17 09:54:12 +0000 2013,,3.46566E+17,,rt usrId rt usrId #unions in #turkey call a strike to protest against the crackdown on httpAddress httpAddress,RT @BiancaJagger: RT @BBCr4today: #Unions in #Turkey call a strike to protest against the crackdown on demonstrations. http://t.co/fmqmwo9k
