_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest:confidence,is_this_tweet_related_to_turkish_protests_2013,is_this_tweet_related_to_turkish_protests_2013:confidence,created_at,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest_gold,id,is_this_tweet_related_to_turkish_protests_2013_gold,proccd_text,text,Fatma_violence
1744388086,FALSE,finalized,5,06/11/18 04:43,0,1,0,1,Mon Jun 24 21:14:42 +0000 2013,,3.49274E+17,,usrId i didn t check if we had ham or httpAddress but i toasted httpAddress fuckmake toast lol,@Dope_Memito: I didn't check if we had ham or turkey... But I toasted bread. Fuckmake toast lol,0
1744388087,FALSE,finalized,5,06/11/18 04:40,0,1,1,0.6154,Fri May 31 13:08:35 +0000 2013,,3.40455E+17,,#direngeziparki new york httpAddress via usrId,#DirenGeziParki (New York): http://t.co/r7EM4KnPof via @youtube,0
1744388088,FALSE,finalized,5,06/11/18 04:20,0,1,0,1,Sun Jun 02 21:05:29 +0000 2013,,3.413E+17,,thoughts are with #turkey from #tbex httpAddress,Thoughts are with #turkey from #tbex http://t.co/aJt5DkTbuj,0
1744388089,FALSE,finalized,5,06/11/18 04:43,0,1,1,1,Sun Jun 16 18:42:01 +0000 2013,,3.46337E+17,,rt usrId now ! #karaky #protesters block road with barricade #istanbul #turkey #occupygezi #taksim httpAddress,RT @Anon_Online: NOW! #Karaky #Protesters block road with barricade #Istanbul #Turkey #OccupyGezi #Taksim http://t.co/Dy7QMZh7er,0
1744388090,FALSE,finalized,5,06/11/18 04:39,0,1,1,0.6,Tue Jun 04 07:08:30 +0000 2013,,3.41814E+17,,#turkey where will the protest movement go ? httpAddress httpAddress,#Turkey: Where Will the Protest Movement Go? | http://t.co/jHrZvtoDAI http://t.co/ulbitNjMrj,0
1744388091,FALSE,finalized,5,06/11/18 04:43,0,1,1,0.7963,Mon Jun 17 22:22:37 +0000 2013,,3.46755E+17,,#standingman turkish protestor man on taksim,#standingman Turkish Protestor Man on Taksim,0
1744388092,FALSE,finalized,5,06/11/18 04:44,1,0.7949,1,0.7949,Fri May 31 22:18:54 +0000 2013,,3.40593E+17,,rt usrId there are rumours that D more people have been killed in mis sokak httpAddress turkish media can t see it ! shame shame !! #occupyta,"RT @Idauk: There are rumours that 3 more people have been killed in Mis Sokak, Taksim. Turkish media can't see it!shame, shame!!! #occupyta",1
1744388093,FALSE,finalized,5,06/11/18 04:33,0,0.5862,0,0.7931,Sat Jun 01 14:15:15 +0000 2013,,3.40834E+17,,absolutely surreal seeing places we hung out at in istanbul full of tear httpAddress just crazy,Absolutely surreal seeing places we hung out at in Istanbul full of tear gas. Just crazy,0
1744388094,FALSE,finalized,5,06/11/18 04:16,0,1,1,0.6,Mon Jun 03 14:59:39 +0000 2013,,3.4157E+17,,toronto june 2 2013 #occupygezi #direngeziparki #taksim #direnankara usrId httpAddress,"Toronto June 2,2013 #occupygezi #direngeziparki #taksim #direnankara @okanbayulgen http://t.co/hCzzdWIYbX",0
1744388095,FALSE,finalized,5,06/11/18 04:29,0,1,0,1,Mon Jun 10 18:41:39 +0000 2013,,3.44162E+17,,today s special a turkey and provolone sandwich with cream of tomato or seafood chowder soup and a salad for httpAddress #newwest #shoplocal,"Today's special 
A turkey and provolone sandwich with cream of tomato or seafood chowder soup and a salad for $7.95 #newwest #shoplocal",0
1744388096,FALSE,finalized,5,06/11/18 04:38,0,1,1,1,Fri Jun 14 22:43:00 +0000 2013,,3.45673E+17,,rt usrId come join us on sunday our third event in dc to support httpAddress we will march from white house to capitol hill httpAddress,RT @YurterOzcan: Come join us on Sunday our third event in DC to support #GeziParki. We will march from White House to Capitol Hill https:/,0
1744388097,FALSE,finalized,5,06/11/18 04:36,0,1,0,1,Fri Jun 21 09:00:01 +0000 2013,,3.48002E+17,,httpAddress cancellations at istanbul hotels in DD days httpAddress outlook DD down http httpAddresshttpAddresst . cohttpAddresswsywfmqqcc via usrId,216.000 cancellations at Istanbul hotels in 18 days / outlook 55 % down http://t.co/wsYWfMQqCc (via @HDNER),0
1744388098,FALSE,finalized,5,06/11/18 04:25,1,0.7941,0,0.6176,Sun Jun 16 16:32:38 +0000 2013,,3.46304E+17,,rt usrId i m crying small children are bombed with chemicals in istanbul by their own httpAddress #prayforturkey #occupyturkey,RT @buthoneyhegay: I'm crying small children are bombed with chemicals in Istanbul by their own government. #prayforturkey #occupyturkey,1
1744388099,FALSE,finalized,5,06/11/18 04:29,0,1,1,0.8,Tue Jun 11 15:09:12 +0000 2013,,3.44471E+17,,who won e3 this year ? #occupygezi #direngeziparki #occupyturkey #direngeziseninleyiz,Who won E3 this year? #occupygezi #direngeziparki #occupyturkey #DirenGeziSeninleyiz,0
1744388100,FALSE,finalized,5,06/11/18 05:10,1,0.8148,1,0.8148,Sun Jun 02 18:48:46 +0000 2013,,3.41265E+17,,rt usrId #turkey pm erdogan gassing your citizens because they want to preserve a park ? do you really need httpAddress,RT @SophiaBush: #Turkey - PM Erdogan -- gassing your citizens because they want to preserve a park? Do you really need http://t.co/7f7AFEz,1
1744388101,FALSE,finalized,5,06/11/18 04:43,0,1,0,1,Tue Jun 18 01:16:35 +0000 2013,,3.46799E+17,,turkey gobblers,Turkey gobblers,0
1744388102,FALSE,finalized,5,06/11/18 04:16,0,0.8,0,0.6,Tue Jun 11 20:41:53 +0000 2013,,3.44555E+17,,rt usrId #ert is down on web and tv ! people are going to support the journalists that are surrounded by the police !! support us #o,RT @LinaStoumpou: #ert is down on web and tv! people are going to support the journalists that are surrounded by the police!! support us #o,0
1744388103,FALSE,finalized,5,06/11/18 04:44,1,0.8205,1,0.8205,Thu Jun 06 01:00:24 +0000 2013,,3.42446E+17,,usrId rt usrId #opturkey #occupygezi #occuppyturkey #direngeziparki #direntrkye we need ur help innocent people dying rt please,@tiesto: RT @tiesto #OpTurkey #occupygezi #occuppyturkey #direngeziparki #direnTRKYE we need ur help innocent people dying RT please,1
1744388104,FALSE,finalized,5,06/11/18 04:14,1,1,1,0.8,Sat Jun 15 09:26:53 +0000 2013,,3.45835E+17,,#worldmediagotoankara police violence is still going on in ankara the capital of httpAddress please broadcast ! #bbcbreaking #bbcworld,"#worldmediagotoankara Police violence is still going on in Ankara, the Capital of Turkey. Please broadcast! #BBCBreaking #BBCWorld",1
1744388105,FALSE,finalized,5,06/11/18 04:44,0,1,0,0.7949,Sat Jun 08 13:17:01 +0000 2013,,3.43356E+17,,the week in DD pics from istanbul to washington httpAddress a look at the images that defined the week httpAddress,"The week in 10 pics: From Istanbul to Washington, D.C., a look at the images that defined the week http://t.co/jfr5jNs4I0",0
1744388106,FALSE,finalized,5,06/11/18 04:29,0,1,1,1,Thu Jun 13 12:25:39 +0000 2013,,3.45155E+17,,rt usrId recep tayyip erdogan 62 approval rating 345155064488394D52 thu jun DD 12 25 54 00 20DD rt usrId we will make an announcement at D pm in the gezi park stairs in regard to recent developments #direngezipark #occupygezi 345155091860434945 thu jun DD 12 26 01 00 20DD thanks to the #ep what our government doesn t admit they realized what s going on in #turkey httpAddress #occupyturkey,"RT @spignal: Recep Tayyip Erdogan: 62% approval rating
345155064488394752,Thu Jun 13 12:25:54 +0000 2013,RT @TaksimSldrty: We will make an announcement at 7 pm in the Gezi Park stairs in regard to recent developments #direngezipark #occupygezi
345155091860434945,Thu Jun 13 12:26:01 +0000 2013,""Thanks to the #EP, what our government doesn't admit, they realized what's going on in #Turkey: http://t.co/V2hwuIpU4l #occupyturkey",0
1744388107,FALSE,finalized,5,06/11/18 04:25,0,0.7941,1,1,Thu Jun 06 16:41:37 +0000 2013,,3.42683E+17,,taksim square and the battle for turkey whats next httpAddress via usrId,Taksim Square and the battle for Turkey Whats next http://t.co/GynaVkp1Ve via @NBCNewsWorld,0
1744388108,FALSE,finalized,5,06/11/18 04:14,0,1,1,0.6,Sat Jun 01 20:03:49 +0000 2013,,3.40922E+17,,rt usrId world !! we need your help ! please retweet this photo and #prayforturkey #occupyistanbul httpAddress,RT @ohyescokyes: WORLD!! WE NEED YOUR HELP! PLEASE RETWEET THIS PHOTO AND #prayforturkey #occupyistanbul http://t.co/Eic1nHEmaN,0
1744388109,FALSE,finalized,5,06/11/18 04:43,0,1,0,1,Mon Jun 03 19:49:32 +0000 2013,,3.41643E+17,,everybody know i m a hot mama you just one jive httpAddress,"Everybody know I'm a hot mama, you just one jive turkey.",0
1744388110,FALSE,finalized,5,06/11/18 04:37,0,0.7931,1,0.7931,Tue Jun 11 08:01:06 +0000 2013,,3.44364E+17,,rt usrId rich people of istanbul evacuate #gezi park immediately #turkey s prime minister berates protesters httpAddress,"RT @KateSeelye: Rich people of Istanbul, evacuate #Gezi Park immediately - #Turkey's prime minister berates protesters http://t.co/0eU83NYa",0
1744388111,FALSE,finalized,5,06/11/18 04:35,1,0.7963,1,0.5926,Tue Jun 11 19:23:09 +0000 2013,,3.44535E+17,,rt usrId saban disli the foreign media call erdogan a dictator 344535297700274176 tue jun DD 19 23 10 00 2013 rt usrId even cnn international cameraman is subjected to police httpAddress the cost of honest reporting in turkey ! httpAddress jun DD 19 23 13 00 2013 media code leading democracy means friendly to us business interests #taksim #turkey,"RT @ozguncanbazoglu: Saban disli:""the foreign media call erdogan a dictator""
344535297700274176,Tue Jun 11 19:23:10 +0000 2013,RT @nuovoatlantide: Even CNN International cameraman is subjected to police violence. The cost of honest reporting in Turkey! http://t.co/p
344535307460411392,Tue Jun 11 19:23:13 +0000 2013,""Media code: ""Leading Democracy"" means ""friendly to US business interests"" #Taksim #Turkey",0
1744388112,FALSE,finalized,5,06/11/18 04:35,0,1,0,1,Mon Jun 03 11:38:57 +0000 2013,,3.41519E+17,,rt usrId getting a lot of tweets from httpAddress who is doing the best most thorough reporting from there ? would like to know httpAddress lots,"RT @Bourdain: Getting a lot of tweets from Turkey. Who is doing the best, most thorough reporting from there? Would like to know more. Lots",0
1744388113,FALSE,finalized,5,06/11/18 04:39,0,1,0,1,Tue Jun 11 21:50:34 +0000 2013,,3.44572E+17,,usrId actually yes i did with one slice of httpAddress georgie had the other httpAddress,@sidthekyd actually yes I did with one slice of turkey. Georgie had the other slice.,0
1744388114,FALSE,finalized,5,06/11/18 04:32,0,1,1,0.7941,Mon Jun 03 00:00:30 +0000 2013,,3.41344E+17,,rt usrId using #genelgrevedavet ppl in #turkey call for a general strike #rbnews #occupygezi,RT @Krotkie: Using #genelgrevedavet ppl in #Turkey call for a general strike #rbnews #occupygezi,0
1744388115,FALSE,finalized,5,06/11/18 04:38,0,1,0,1,Sun Jun 02 18:27:42 +0000 2013,,3.4126E+17,,usrId i m going to read it on the way to httpAddress,@AliBrownleetri I'm going to read it on the way to turkey.,0
1744388116,FALSE,finalized,5,06/11/18 04:18,0,1,0,0.6,Sun Jun 02 02:24:36 +0000 2013,,3.41017E+17,,rt usrId usrId the coolest living creature ever tilda swinton is supporting us as well #occupygezi #turkey httpAddress,"RT @AylinAsLIM: @loonybinsblog: the coolest living creature ever, Tilda Swinton is supporting us as well #occupygezi #turkey http://t.co/j",0
1744388117,FALSE,finalized,5,06/11/18 05:20,0,0.5882,0,0.6176,Fri May 31 20:26:49 +0000 2013,,3.40565E+17,,usrId usrId usrId usrId all team fans fighting against the police in istanbul ! rt . httpAddress,"@EstiloUltra @ForoUltrasEsp @dailyultras @GIBOLofficial All team fans fighting against the police, in Istanbul ! RT. http://t.co/wP4u6dRJ3J",1
1744388118,FALSE,finalized,5,06/11/18 04:48,1,1,1,0.5926,Fri May 31 15:25:36 +0000 2013,,3.40489E+17,,rt usrId istanbul police unleash tear gas on anti government protestors httpAddress,RT @mashable: Istanbul Police Unleash Tear Gas on Anti-Government Protestors http://t.co/gOYezlxAiF,1
1744388119,FALSE,finalized,5,06/11/18 04:38,0,1,0,1,Sun Jun 09 19:26:40 +0000 2013,,3.43811E+17,,who s the jive turkey now,Who's the jive turkey now,0
1744388120,FALSE,finalized,5,06/11/18 04:48,0,0.5882,1,0.5882,Sat Jun 01 17:19:02 +0000 2013,,3.4088E+17,,usrId legitimate protest police overreact media dumb gov retreats to autocracy sigh but turkey is a democracy,"@iyad_elbaghdadi legitimate protest, police overreact, media dumb, gov retreats to autocracy, sigh, but Turkey is a democracy",0
1744388121,FALSE,finalized,5,06/11/18 04:33,1,1,1,1,Fri May 31 22:32:10 +0000 2013,,3.40597E+17,,rt usrId #istanbul on fire ! cops are shooting httpAddress spread and follow #direngezipark,RT @XavierOlland: #istanbul on fire ! Cops are shooting protester... Spread and follow #direngezipark,1
1744388122,FALSE,finalized,5,06/11/18 04:35,0,0.7963,0,0.7963,Tue Jun 11 20:56:42 +0000 2013,,3.44559E+17,,all httpAddress down on httpAddress httpAddress ask #obama,All dictators..clamp down on dissidents...#istanbul ..just ask #obama,0
1744388123,FALSE,finalized,5,06/11/18 04:40,0,1,0,0.7949,Mon Jun 17 09:08:30 +0000 2013,,3.46555E+17,,strife deals blow to turkey s markets wall street journal via world google news montreal .. httpAddress,Strife Deals Blow to Turkey's Markets - Wall Street Journal via World - Google News - Montreal ... http://t.co/KCIACuYTlN,0
1744388124,FALSE,finalized,5,06/11/18 04:36,0,1,1,0.8,Mon Jun 03 00:16:00 +0000 2013,,3.41348E+17,,rt usrId usrId map of cities in #turkey where ppl have risen up httpAddress #occupygezi #turkishspring #occ,RT @CNT_Catalunya: @GlobalRevLive: Map of Cities in #Turkey where ppl have risen up http://t.co/xypXvRcag0 #occupygezi #TurkishSpring #Occ,0
1744388125,FALSE,finalized,5,06/11/18 04:43,1,1,0,0.6176,Sun Jun 16 12:35:51 +0000 2013,,3.46245E+17,,rt usrId turkey D people killed and thousands injured live updates httpAddress,RT @ohboywhatashot: Turkey: 5 people killed and thousands injured [LIVE UPDATES] http://t.co/rfRb9YrjmD,1
1744388126,FALSE,finalized,5,06/11/18 05:20,0,0.5882,1,0.7941,Sat Jun 08 06:59:46 +0000 2013,,3.43261E+17,,rt usrId sparked by a protest to save a city park the police crackdown has seen demonstrations spread through turkey #qanda 343261100915167234 sat jun DD 06 59 58 00 2013 the best quote today there is now a menace which is called httpAddress social media is the worst menace to society says turkey s erdogan,"RT @QandA: Sparked by a protest to save a city park, the police crackdown has seen demonstrations spread through Turkey #QandA
343261100915167234,Sat Jun 08 06:59:58 +0000 2013,""The Best Quote Today:""There is now a menace which is called Twitter... Social media is the worst menace to society,"" says Turkey's Erdogan",1
1744388127,FALSE,finalized,5,06/11/18 04:38,0,0.8,0,0.6,Mon Jun 03 21:41:36 +0000 2013,,3.41671E+17,,photo turkey recent situation people up there are still ignoring the fact that their people have httpAddress httpAddress,"Photo: Turkey, recent situation People up there are still ignoring the fact that their people have their... http://t.co/V1qwNiX76l",0
1744388128,FALSE,finalized,5,06/11/18 04:48,0,0.5926,0,0.7963,Sun Jun 16 14:05:41 +0000 2013,,3.46267E+17,,usrId please show us istanbul ankara httpAddress unfortunately a lot of doctors and lawyers are arrested by the httpAddress,@camanpour please show us istanbul-ankara https://t.co/oKzlaWI8R1 unfortunately a lot of doctors and lawyers are arrested by the police.,1
1744388129,FALSE,finalized,5,06/11/18 05:20,0,1,0,0.7941,Mon Jun 03 07:31:19 +0000 2013,,3.41457E+17,,not the official govt view of things on the ground in turkey httpAddress,(Not the official govt) view of things on the ground in Turkey http://t.co/bDGymbXuWV,0
1744388130,FALSE,finalized,5,06/11/18 05:10,0,1,1,1,Sat Jun 15 20:50:44 +0000 2013,,3.46007E+17,,rt usrId demonstrators in front of divan hotel chanting this is just the start the resistance will continue #gezipark,"RT @arwaCNN: Demonstrators in front of divan hotel chanting ""this is just the start, the resistance will continue"" #gezipark",0
1744388131,FALSE,finalized,5,06/11/18 04:43,0,1,0,1,Mon Jun 17 21:41:04 +0000 2013,,3.46744E+17,,diren #duranadam,diren #duranadam,0
1744388132,FALSE,finalized,5,06/11/18 04:50,0,1,0,1,Sun Jun 02 13:57:41 +0000 2013,,3.41192E+17,,rt usrId wonderful creativity of my fellow httpAddress the text maybe there is a small shopping mall httpAddress,"RT @EremKazancioglu: Wonderful creativity of my fellow citizens. The text:""Maybe there is a small shopping mall here...""
http://t.co/tPK5v3",0
1744388133,FALSE,finalized,5,06/11/18 04:50,1,1,1,1,Sat Jun 08 00:55:06 +0000 2013,,3.43169E+17,,gunman kills D in horrific santa monica shooting rampage httpAddress #occupygezi,Gunman Kills 6 In Horrific Santa Monica Shooting Rampage http://t.co/9eR64kIFnf #occupygezi,1
1744388134,FALSE,finalized,5,06/11/18 04:33,1,1,1,1,Sat Jun 01 13:22:19 +0000 2013,,3.40821E+17,,rt usrId all hell breaking loose in taksim httpAddress cops let thousands enter taksim and gezi park then unleashed tear httpAddress httpAddress,"RT @ivancnn: All hell breaking loose in Taksim again. Cops let thousands enter Taksim and Gezi Park, then unleashed tear gas. Now...",1
1744388135,FALSE,finalized,5,06/11/18 04:50,0,0.6396,0,0.6396,Sun Jun 16 17:18:23 +0000 2013,,3.46316E+17,,#youtube turkey police target every protest refuge even hilton hotel ! httpAddress,"#youtube Turkey: Police target every protest refuge, even Hilton Hotel! http://t.co/lmUHW2dqJb",1
1744388136,FALSE,finalized,5,06/11/18 04:43,1,0.8235,0,0.6176,Sat Jun 01 10:00:58 +0000 2013,,3.4077E+17,,environmentalist protest swells against turkey s erdogan police in istanbul have for a second day fired tear .. httpAddress,Environmentalist protest swells against Turkey's Erdogan: Police in Istanbul have for a second day fired tear ... http://t.co/C9gBDqrip6,1
1744388137,FALSE,finalized,5,06/11/18 04:40,0,0.5897,1,1,Sat Jun 01 08:34:01 +0000 2013,,3.40748E+17,,rt usrId #photo clashes over #taksim gezi park protest spread across #istanbul and #turkey httpAddress,RT @HDNER: #Photo: Clashes over #Taksim Gezi Park protest spread across #Istanbul and #Turkey http://t.co/JeYW5S6TR3,0
1744388138,FALSE,finalized,5,06/11/18 04:43,1,1,1,1,Tue Jun 11 18:15:05 +0000 2013,,3.44518E+17,,rt usrId the police attacks a protestor on wheelchair in httpAddress erdoan should stop that httpAddress jun DD 18 15 07 00 2013 rt usrId #gezi is the symbol of the public resisting environmental abuses httpAddress #direngezipark 344518185095143425 tue jun DD 18 15 10 00 2013 rt usrId cnn international europe has a new hitler #direngeziseninleyiz #direngeziparki usrId usrId usrId usrId,"RT @koraycaliskan: The Police attacks a protestor on wheelchair in Istanbul. Erdoan should stop that madness.
344518170935177216,Tue Jun 11 18:15:07 +0000 2013,RT @Greenpeace: #Gezi is the symbol of the public resisting environmental abuses: http://t.co/jIACAe5jgR #direngezipark
344518185095143425,Tue Jun 11 18:15:10 +0000 2013,""RT @boris35x: CNN INTERNATIONAL: "" Europe has a new Hitler "" #direngeziseninleyiz #direngeziparki @TheRedHack @nivranar_ @cizenbayan @E_Bes",1
1744388139,FALSE,finalized,5,06/11/18 04:29,1,0.6,1,1,Wed Jun 19 14:00:37 +0000 2013,,3.47353E+17,,gezi park before the police crack down httpAddress via usrId,Gezi Park before the police crack down: http://t.co/bSt9cUtbFB via @youtube,1
1744388140,FALSE,finalized,5,06/11/18 04:14,0,1,1,0.6,Sat Jun 22 16:44:05 +0000 2013,,3.48482E+17,,rt usrId thousands back in #taksim square standing httpAddress spotted new slogans freedom for vaginas,"RT @CeylanWrites: Thousands back in #taksim square standing peacefully. Spotted new slogans "" freedom for vaginas""",0
1744388141,FALSE,finalized,5,06/11/18 04:44,1,0.6154,1,0.8205,Tue Jun 11 08:04:28 +0000 2013,,3.44364E+17,,government staged provocateurs throwing molotov it is a scheme of tayyip #occupygezi #direngeziparki usrId,"Government staged provocateurs throwing Molotov, it is a scheme of Tayyip #Occupygezi #Direngeziparki @cnni@CNN#BBC#Reuters",1
1744388142,FALSE,finalized,5,06/11/18 04:32,0,1,1,0.7941,Thu Jun 13 19:50:29 +0000 2013,,3.45267E+17,,rt usrId social centers occupying turkish pavilion at #venice #biennale video usrId httpAddress #occupygezi #,RT @beppecaccia: Social Centers occupying Turkish pavilion at #Venice #Biennale VIDEO @global_project: http://t.co/z2SwDx3XGL #occupyGezi #,0
1744388143,FALSE,finalized,5,06/11/18 04:25,0,1,0,1,Fri Jun 07 20:22:07 +0000 2013,,3.43101E+17,,rt usrId turkey httpAddress,RT @KshaClark: turkey https://t.co/TWU8OHY8bi,0
1744388144,FALSE,finalized,5,06/11/18 04:48,0,0.7941,1,0.5882,Wed Jun 05 16:05:04 +0000 2013,,3.42311E+17,,fractures photograher guillaume darribau is in istanbul covering the ongoing protests ! he is available httpAddress httpAddress,Fractures photograher Guillaume Darribau is in Istanbul covering the ongoing protests! He is available for... http://t.co/VPXxsaQeRf,0
1744388145,FALSE,finalized,5,06/11/18 04:39,0,1,1,1,Mon Jun 03 17:05:50 +0000 2013,,3.41602E+17,,rt usrId our thoughts our hearts and our solidarity are with the people of turkey httpAddress #direngezipark,"RT @Greenpeace: Our thoughts, our hearts and our solidarity are with the people of Turkey http://t.co/ZX45oZDr1T #direngezipark",0
1744388146,FALSE,finalized,5,06/11/18 04:18,1,1,1,1,Sat Jun 15 21:16:01 +0000 2013,,3.46013E+17,,rt usrId child injured by teargas at divan hotel #istanbul #turkey via usrId 346013263814856704 sat jun DD 21 16 05 00 2013 rt usrId police beating people inside divan hotel of koc httpAddress #occupygezi usrId usrId usrId usrId httpAddress jun DD 21 16 06 00 2013 rt usrId world see these kids and you httpAddress are trying to flee from police attack httpAddress #taksim #occupygezi usrId httpAddress,"RT @GlobalRevLive: Child injured by teargas at Divan Hotel #Istanbul #Turkey via @sendika_org 
346013263814856704,Sat Jun 15 21:16:05 +0000 2013,RT @penarturo: Police beating people INSIDE Divan Hotel of Koc Family. #occupygezi @cnnbrk @BBCBreaking @Reuters @camanpour http://t.co/pA9
346013269825298433,Sat Jun 15 21:16:06 +0000 2013,""RT @OzgeOvun: WORLD, see these kids and you decide.They are trying to flee from police attack w/parents #taksim #occupygezi @cnni http://t.",1
1744388147,FALSE,finalized,5,06/11/18 04:43,0,1,0,1,Tue Jun 11 21:47:57 +0000 2013,,3.44572E+17,,rt usrId my full interview with chief adviser to turkish prime minister recep tayyip erdogan httpAddress,RT @camanpour: My full interview with chief adviser to Turkish Prime Minister Recep Tayyip Erdogan http://t.co/w8Y46wjeR6,0
1744388148,FALSE,finalized,5,06/11/18 04:50,0,0.7868,1,1,Fri May 31 20:08:27 +0000 2013,,3.4056E+17,,rt usrId canergelmis cnn cnni protests have spread to15 other httpAddress is getting even more httpAddress httpAddress,"RT @LexiconNY: ""@canergelmis:@CNN@cnni Protests have spread to15 other cities.This is getting even more contagious.#direngezipark http://t",0
1744388149,FALSE,finalized,5,06/11/18 04:37,0,1,1,0.5862,Fri May 31 20:37:23 +0000 2013,,3.40568E+17,,rt usrId httpAddress people are tryin to reach taksim square,RT @ketche1: 250.000 people are tryin to reach taksim square,0
1744388150,FALSE,finalized,5,06/11/18 04:36,0,1,1,1,Mon Jun 10 19:05:16 +0000 2013,,3.44168E+17,,rt usrId usrId the protesters should read this httpAddress httpAddress #turkey #occupygezi #egypt #democracy,RT @lougogan: @RT_com The protesters should read this first. http://t.co/3x7J3KzKXj #Turkey #occupygezi #Egypt #Democracy,0
1744388151,FALSE,finalized,5,06/11/18 04:39,0,1,0,1,Sun Jun 02 03:29:15 +0000 2013,,3.41034E+17,,rt usrId turkey bacon ? more like terrorist httpAddress httpAddress,RT @CloydRivers: Turkey bacon? More like terrorist bacon. Merica.,0
1744388152,FALSE,finalized,5,06/11/18 04:16,0,1,1,0.8,Sun Jun 02 07:21:11 +0000 2013,,3.41092E+17,,rt usrId rt early this morning #protestors clean up istiklal street #istanbul #gezioccupy httpAddress,RT @Turkeyreport: RT early this morning: #Protestors clean up Istiklal Street #Istanbul #Gezioccupy http://t.co/KbtNW1EI9S,0
